tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,gender
62,1,6891.4,1,1,1,Female
17,1,280.85,0,0,0,Female
36,1,3440.25,1,1,0,Male
32,1,696.8,0,0,0,Male
2,1,47.7,0,0,0,Male
30,1,602.9,0,0,0,Female
21,1,2249.95,1,1,1,Male
66,1,6981.35,1,1,0,Male
32,1,2596.15,0,0,0,Male
3,1,224.05,0,1,0,Female
69,1,1412.65,0,0,0,Female
10,1,1043.3,1,1,1,Male
1,1,69.25,0,0,0,Female
69,1,6322.1,1,1,1,Male
4,1,424.45,1,1,0,Female
66,1,4189.7,0,1,0,Male
35,0,812.5,0,0,0,Female
22,1,2180.55,1,1,1,Male
55,1,1083.0,0,0,0,Female
9,1,713.1,1,0,0,Male
55,1,4959.6,0,1,0,Female
36,1,3834.4,1,0,1,Female
27,1,2122.05,0,0,0,Male
67,1,7009.5,1,1,1,Female
54,1,5373.1,1,1,0,Female
62,0,2337.45,0,1,1,Male
56,0,2884.9,0,1,1,Male
34,1,3587.25,1,1,0,Female
33,1,2745.7,1,0,0,Female
5,1,486.85,1,1,0,Female
16,1,314.45,0,0,0,Female
34,1,3000.25,1,0,0,Male
58,1,6205.5,1,1,1,Female
66,1,4738.85,0,1,0,Female
37,1,785.75,0,0,0,Male
6,1,285.2,0,0,0,Female
65,1,4805.65,1,0,1,Male
51,1,1042.65,0,0,0,Male
2,1,89.5,0,0,0,Male
18,1,1299.8,0,1,1,Male
51,1,3145.15,0,0,1,Female
9,1,186.15,0,0,0,Female
15,1,1566.75,1,1,0,Male
72,1,7542.25,1,1,0,Male
12,1,212.3,0,0,0,Male
60,0,2424.5,0,0,0,Male
32,1,641.15,0,0,0,Female
6,1,463.05,0,1,0,Male
39,1,3835.55,1,1,0,Male
2,1,144.8,0,0,0,Male
71,1,5552.5,0,0,0,Male
1,1,60.15,1,0,0,Female
2,1,181.1,1,0,0,Male
72,1,8129.3,1,1,0,Female
41,1,2877.05,1,0,1,Female
7,1,485.25,0,0,0,Male
35,1,3365.4,1,0,0,Male
31,1,2429.1,0,0,0,Male
45,1,1088.25,0,0,0,Male
15,1,1444.65,1,1,0,Male
27,1,552.9,0,0,0,Male
31,1,2835.5,0,1,0,Female
41,1,2728.6,1,0,1,Female
19,1,279.2,0,0,0,Male
25,0,1502.65,1,1,0,Female
15,1,1559.25,1,1,0,Female
2,1,135.75,0,0,0,Female
12,1,593.75,0,0,1,Male
23,1,1835.3,0,0,0,Female
22,1,400.3,0,0,0,Female
71,1,7113.75,1,1,0,Male
30,1,2974.5,1,1,1,Female
1,1,44.9,0,0,0,Female
20,1,375.25,0,0,0,Female
1,1,55.55,1,0,0,Male
68,1,5560.0,1,1,1,Female
14,1,283.75,0,0,0,Male
2,1,35.9,0,0,0,Male
38,1,2657.55,0,0,1,Male
18,1,411.25,0,0,0,Male
31,1,3205.6,1,1,0,Female
71,1,4492.9,0,0,1,Female
67,1,7332.4,1,1,0,Male
72,1,6719.9,1,1,1,Male
32,1,3520.75,1,1,0,Male
4,1,332.45,0,0,1,Male
23,1,1347.15,0,1,1,Female
66,1,4508.65,0,0,0,Female
57,1,5913.95,1,1,1,Male
36,1,3348.1,1,1,1,Female
13,0,331.85,0,0,0,Male
9,1,803.3,1,0,0,Female
5,1,356.1,0,1,0,Female
67,1,5883.85,1,1,1,Female
1,1,69.9,0,0,0,Male
4,1,321.9,0,0,0,Male
1,1,70.3,0,0,0,Female
31,1,658.95,0,0,0,Female
3,1,123.65,0,0,0,Male
4,1,299.75,0,1,0,Female
33,1,3008.15,1,0,1,Female
58,1,1509.9,0,0,0,Female
25,1,546.85,0,0,0,Male
4,1,318.9,0,0,0,Male
51,1,4839.15,1,0,0,Male
19,0,468.35,0,0,0,Male
11,1,483.7,0,0,0,Female
24,1,1381.2,0,0,1,Female
18,1,1387.0,0,0,0,Male
4,0,96.05,0,0,0,Female
12,1,947.3,1,0,0,Female
19,1,1775.8,0,1,0,Male
31,1,2877.95,0,1,1,Male
61,1,3902.6,1,0,0,Male
8,1,572.85,0,0,0,Male
49,1,4345.0,1,1,1,Female
5,0,305.95,1,1,0,Male
35,1,2661.1,1,1,1,Male
70,1,7968.85,1,1,1,Male
1,1,101.45,1,1,0,Male
31,1,2724.25,0,0,1,Female
13,1,940.35,0,0,0,Female
28,0,1386.8,0,1,1,Male
50,1,3454.6,0,1,0,Male
22,1,417.0,0,0,0,Female
36,0,2234.55,1,1,1,Male
40,1,4178.65,1,1,0,Male
19,1,910.45,0,0,0,Male
4,1,302.75,1,0,0,Female
35,1,3029.1,0,1,0,Female
20,1,1370.35,1,0,1,Female
11,1,231.45,0,0,0,Male
9,1,172.35,0,0,0,Female
71,1,7061.65,0,1,0,Female
71,1,1389.6,0,0,0,Female
71,1,7993.3,1,1,1,Female
31,1,2497.2,1,1,1,Female
1,1,69.6,0,0,0,Female
31,1,2424.45,1,0,1,Male
1,1,70.9,0,0,0,Female
1,1,69.4,0,0,0,Male
67,1,5293.4,1,1,0,Male
43,1,4156.8,0,1,0,Female
21,1,1857.25,0,1,0,Male
61,1,6751.35,1,1,1,Female
72,1,1830.05,0,0,0,Female
6,1,153.3,0,0,0,Male
47,1,948.9,0,0,0,Female
24,1,527.35,0,0,0,Female
39,1,3213.75,0,0,0,Male
65,1,1748.55,0,0,0,Female
1,1,85.55,0,1,0,Female
6,1,522.35,1,0,1,Male
56,1,5688.05,1,1,0,Female
23,1,1689.45,1,0,1,Female
34,1,679.0,0,0,0,Male
21,1,402.85,0,0,0,Male
62,1,4237.5,0,0,1,Male
62,1,1253.65,0,0,0,Male
51,1,5703.25,1,1,1,Female
18,1,1074.65,0,0,0,Male
34,1,2524.45,0,0,0,Female
61,1,5703.0,1,0,1,Female
2,1,107.1,0,0,0,Male
72,1,3983.6,0,0,0,Male
53,1,5835.5,1,1,1,Female
6,1,494.95,0,0,0,Male
24,1,1938.05,0,0,1,Female
68,1,4859.95,1,0,1,Male
47,0,2768.65,1,1,0,Female
47,1,4042.3,1,0,0,Male
36,1,702.9,0,0,0,Female
9,1,178.8,0,0,0,Male
61,1,6018.65,1,0,0,Female
72,1,5753.25,1,1,1,Male
35,1,1916.0,0,0,1,Female
25,1,733.55,0,0,0,Female
35,1,3496.3,1,1,0,Male
24,0,1367.75,1,1,0,Female
56,1,1327.15,0,0,0,Male
26,1,2404.1,1,1,0,Male
72,1,5737.6,0,0,0,Female
37,1,2347.85,0,1,0,Female
7,1,496.9,0,0,0,Female
7,1,520.0,0,0,0,Male
69,1,5356.45,1,0,1,Male
8,1,125.0,0,0,0,Male
12,0,368.85,0,0,1,Female
44,1,1110.5,0,0,0,Male
72,1,5750.0,1,0,1,Male
56,1,5124.6,1,0,1,Male
10,1,184.4,0,0,0,Female
1,1,69.1,0,0,0,Male
47,1,2538.2,0,0,0,Male
44,1,905.55,0,0,0,Male
3,1,242.05,0,1,0,Male
8,1,563.65,1,0,1,Female
16,1,330.25,0,0,0,Male
72,1,5815.15,0,1,1,Male
1,1,45.8,0,0,0,Female
71,1,6435.25,1,0,0,Female
56,1,4014.0,0,0,1,Female
3,1,54.7,0,0,0,Female
11,1,723.35,0,1,0,Male
60,1,4847.05,1,1,1,Female
42,1,4599.15,1,1,0,Female
2,1,123.05,0,0,0,Female
9,1,147.55,0,0,0,Female
1,1,75.1,0,0,0,Male
52,0,2554.0,0,1,1,Male
35,1,3395.8,1,1,0,Male
20,1,374.5,0,0,0,Male
15,1,1114.55,0,0,0,Female
17,1,1207.0,0,0,0,Male
30,1,2755.35,1,1,0,Male
1,1,95.85,1,1,1,Female
10,1,855.3,1,0,0,Male
13,1,886.7,0,0,0,Female
4,1,420.2,1,1,0,Male
3,1,204.7,0,0,0,Female
59,1,4786.1,1,0,1,Female
2,1,144.55,0,0,0,Female
14,1,1152.8,1,0,0,Female
1,0,25.15,0,0,0,Male
43,1,4414.3,1,1,0,Male
16,1,1129.35,0,0,0,Female
53,0,2854.55,1,1,0,Male
4,1,84.2,0,0,0,Female
16,1,1212.85,0,0,0,Female
43,1,2444.25,0,0,1,Female
8,1,585.95,0,0,0,Male
6,1,295.65,0,0,0,Male
72,1,8012.75,1,1,1,Female
60,0,3069.45,1,1,0,Female
0,1,0.0,0,0,0,Male
2,1,39.25,0,0,0,Female
55,1,4916.95,1,1,1,Female
56,1,5669.5,1,1,1,Female
71,1,6152.4,0,0,1,Male
2,1,118.3,1,0,0,Male
64,1,6794.75,1,1,1,Female
42,1,3160.55,1,0,1,Female
25,1,2177.45,1,0,0,Male
5,1,232.55,0,0,0,Female
72,1,8337.45,1,1,1,Male
33,1,2656.5,0,0,0,Female
32,1,2661.1,1,0,0,Male
5,1,85.1,0,0,0,Male
3,1,228.0,0,0,0,Female
6,1,474.9,1,0,0,Female
69,1,7348.8,1,1,1,Male
13,1,1011.8,1,0,0,Female
22,1,1573.95,0,0,0,Male
61,1,4226.7,1,0,0,Male
33,0,1884.65,1,1,0,Female
41,1,3001.2,1,1,0,Male
45,1,5032.25,1,1,1,Female
70,1,6333.4,1,1,1,Male
55,1,3046.4,0,0,1,Male
52,0,2276.1,1,0,0,Male
3,0,130.75,0,1,0,Male
30,1,2983.8,1,1,0,Female
70,0,3264.45,1,1,0,Male
9,1,870.25,1,0,1,Female
21,1,350.1,0,0,0,Male
55,1,4264.25,1,0,1,Female
41,1,2531.8,1,0,0,Male
62,1,1638.7,0,0,0,Female
1,1,79.55,0,0,0,Female
67,1,3725.5,0,0,0,Female
63,1,4786.15,1,1,0,Female
38,1,2669.45,1,0,1,Male
70,0,4039.3,1,1,1,Female
38,1,717.3,0,0,0,Male
5,0,167.2,0,0,0,Female
24,1,1167.8,0,0,0,Male
16,1,1284.2,0,0,0,Male
68,0,2719.2,0,0,1,Female
57,1,5611.7,1,1,0,Female
60,1,6339.45,1,1,0,Male
29,1,2080.1,1,1,0,Female
9,1,593.3,0,1,1,Female
71,1,1801.9,0,0,0,Female
24,0,1240.25,1,1,0,Female
2,1,91.1,0,0,0,Male
66,1,1357.1,0,0,0,Male
54,1,5278.15,1,1,0,Male
72,1,8124.2,1,1,1,Female
52,1,1025.05,0,0,0,Male
71,1,5522.7,0,1,1,Male
5,1,378.4,1,0,0,Female
42,1,835.5,0,0,0,Male
2,1,80.55,0,0,0,Female
11,1,824.75,0,0,0,Male
41,1,3326.2,1,0,1,Female
68,1,6161.9,1,1,1,Female
50,1,4888.7,0,1,0,Female
53,1,5029.2,1,0,0,Male
8,1,680.05,0,1,0,Female
50,1,5232.9,1,1,0,Female
50,1,5038.45,1,1,1,Female
8,1,487.75,0,1,0,Female
10,0,301.9,0,0,0,Female
37,1,861.85,0,0,0,Female
49,1,3024.15,0,0,1,Female
17,0,646.05,0,0,0,Female
12,1,258.35,0,0,0,Male
23,1,2331.3,1,1,1,Male
71,0,4145.25,1,1,1,Female
71,1,5574.35,1,1,0,Female
24,1,2210.2,1,0,1,Male
45,1,3600.65,1,1,0,Male
42,1,2763.35,1,0,1,Male
18,1,1740.7,1,1,0,Female
26,1,1905.7,1,1,0,Female
9,1,449.75,0,1,0,Male
2,1,82.7,0,0,0,Female
5,1,220.45,0,0,0,Female
6,1,519.15,1,0,0,Male
52,1,5832.0,1,1,1,Male
57,1,4317.35,1,1,0,Male
29,1,2243.9,1,1,1,Male
67,1,1680.25,0,0,0,Female
42,1,4400.75,1,1,0,Female
12,1,228.75,0,0,0,Female
7,0,279.25,0,0,1,Male
12,1,266.6,0,0,0,Female
13,0,633.4,1,1,0,Female
31,1,2168.15,0,1,1,Male
9,0,248.95,0,0,0,Male
63,1,1328.15,0,0,0,Male
45,1,4525.8,0,1,1,Male
12,1,943.85,1,1,1,Female
41,1,3439.0,0,0,0,Male
5,1,113.85,0,0,0,Male
71,0,3353.4,0,0,1,Male
72,1,5730.15,1,1,1,Female
9,1,653.95,1,0,0,Male
51,1,4554.85,1,0,0,Female
35,0,1383.6,0,1,1,Female
56,1,5514.95,1,1,0,Male
18,1,1294.6,0,0,0,Female
44,1,4915.15,1,1,0,Male
48,0,1423.05,0,0,1,Female
11,1,697.25,1,0,1,Female
71,1,7723.7,1,1,0,Male
35,1,2815.25,0,0,0,Male
24,0,828.2,0,0,1,Male
60,1,6333.8,1,1,0,Female
6,0,208.7,0,0,0,Male
15,1,288.05,0,0,0,Male
21,1,2271.85,1,1,0,Male
33,1,690.25,0,0,0,Male
1,1,20.9,0,0,0,Female
58,1,1079.65,0,0,0,Female
10,1,685.55,1,0,1,Female
33,1,838.5,0,0,0,Female
1,0,25.25,0,0,0,Female
1,1,45.95,0,0,0,Female
42,1,3088.25,1,1,1,Male
1,1,20.15,0,0,0,Male
38,1,730.1,0,0,0,Male
5,1,249.95,0,0,0,Female
65,1,7138.65,1,1,1,Male
43,0,1500.25,0,0,0,Female
72,1,6065.3,1,1,1,Female
60,1,5610.25,1,1,0,Male
55,1,5552.05,1,1,0,Male
70,1,7869.05,1,1,1,Female
6,1,401.3,0,0,0,Female
13,1,1299.1,1,1,0,Female
8,1,165.5,0,0,0,Male
45,1,4634.35,1,1,0,Male
54,1,5893.15,1,1,1,Female
33,1,2757.85,1,0,0,Female
21,1,1549.75,1,1,0,Male
55,1,5509.3,1,1,0,Female
1,1,75.3,0,0,0,Female
44,1,2958.95,0,0,0,Male
72,1,6230.1,1,1,1,Male
13,1,750.1,0,0,1,Male
36,1,3684.95,1,1,0,Female
71,1,1898.1,0,0,0,Male
9,1,918.6,1,1,0,Male
46,1,2473.95,0,0,0,Female
61,1,6405.0,1,1,0,Female
72,1,5396.25,0,1,1,Male
11,1,825.7,0,0,0,Male
2,1,135.2,0,0,0,Female
2,1,46.35,0,0,0,Male
4,1,303.15,0,1,0,Female
3,1,169.05,0,0,0,Male
3,0,113.95,0,1,0,Female
43,1,2908.2,0,1,1,Female
61,1,1311.6,0,0,0,Female
49,1,4515.85,1,0,0,Female
34,1,2053.05,1,0,0,Female
1,1,50.15,0,0,0,Male
1,1,45.95,0,0,0,Female
61,1,5175.3,1,1,1,Female
4,1,325.45,0,0,0,Female
59,1,4096.9,1,0,1,Male
4,1,155.35,0,0,0,Male
0,1,0.0,0,0,0,Male
22,1,475.1,0,0,0,Male
72,1,6185.15,0,0,1,Female
15,0,469.65,0,0,0,Male
1,1,19.3,0,0,0,Female
57,1,5464.65,1,1,0,Female
39,1,3266.0,0,1,0,Male
6,1,106.8,0,0,0,Female
16,1,1067.05,1,0,0,Female
39,0,1131.3,0,0,0,Female
4,1,76.65,0,0,0,Male
59,1,6252.9,0,1,1,Male
69,1,5848.6,0,0,0,Female
24,1,1706.45,1,0,1,Male
6,1,107.6,0,0,0,Male
9,1,811.65,1,1,0,Male
8,1,159.35,0,0,0,Female
30,1,655.85,0,0,0,Female
62,1,4487.3,1,0,1,Male
35,1,741.0,0,0,0,Female
55,1,998.1,0,0,0,Female
2,1,111.4,1,0,0,Female
29,1,2653.65,1,1,0,Male
2,1,151.75,0,0,0,Male
33,0,1803.7,1,1,1,Male
5,1,357.75,0,0,0,Male
1,1,69.2,0,0,0,Female
72,1,7544.0,1,1,0,Female
43,1,3856.75,1,1,0,Male
10,1,799.65,0,0,0,Female
70,1,2006.95,0,0,0,Female
24,1,2122.45,1,1,1,Male
23,1,470.2,0,0,0,Female
43,0,2151.6,0,1,1,Female
1,1,19.1,0,0,0,Female
24,1,1861.5,0,0,0,Male
65,1,6767.1,1,1,1,Female
56,1,5953.0,1,1,1,Female
1,1,79.1,0,1,0,Male
28,1,2998.0,1,1,1,Male
13,0,357.15,0,0,0,Female
8,1,679.3,0,1,0,Female
3,1,194.2,0,0,0,Female
1,1,19.95,0,0,0,Male
26,1,2277.65,0,1,0,Female
1,1,75.75,0,0,0,Male
5,1,104.3,0,0,0,Female
28,1,2659.4,1,0,0,Male
11,1,601.6,1,0,0,Female
11,1,1133.65,1,1,1,Female
66,1,5224.35,0,0,0,Female
56,1,1126.75,0,0,0,Male
53,1,1275.6,0,0,0,Female
3,0,95.05,0,0,1,Female
72,1,8436.25,1,1,1,Female
6,1,433.95,0,0,0,Female
71,1,8100.25,1,1,1,Female
15,1,309.4,0,0,0,Male
57,1,4003.0,0,1,1,Female
68,1,1657.4,0,0,0,Male
13,0,347.25,0,0,0,Female
71,1,1810.55,0,0,0,Female
5,0,223.45,0,0,1,Male
18,1,1633.0,0,1,0,Male
36,1,3512.5,1,1,0,Male
63,1,5377.8,0,0,1,Male
39,0,2191.7,1,1,1,Male
3,1,61.05,0,0,0,Female
32,1,614.45,0,0,0,Male
4,1,280.35,0,0,0,Male
32,1,2931.0,1,1,0,Female
15,1,1133.9,0,0,0,Male
5,1,371.65,0,0,0,Female
9,1,191.1,0,0,0,Female
31,1,2545.75,1,1,1,Female
1,1,49.5,0,0,0,Female
1,1,81.05,1,0,0,Male
2,1,198.5,1,1,0,Male
35,1,797.1,0,0,0,Female
5,1,99.6,0,0,0,Female
3,1,168.15,0,0,0,Male
12,1,593.05,0,0,0,Male
56,1,1402.25,0,0,0,Male
72,1,1859.1,0,0,0,Male
1,1,69.4,0,0,0,Female
1,1,84.8,0,1,1,Male
26,1,2312.55,1,1,1,Female
13,0,649.4,1,1,0,Female
15,1,1010.0,0,0,1,Female
68,1,6503.2,1,0,0,Male
27,1,2754.45,1,1,0,Female
5,1,341.6,0,0,0,Female
64,1,1584.8,0,0,0,Female
16,1,1043.35,1,0,0,Female
2,1,152.7,0,1,0,Female
52,0,1982.1,0,0,1,Female
15,1,369.1,0,0,0,Female
41,1,4454.25,1,1,1,Female
20,1,1389.2,0,0,0,Male
32,1,593.2,0,0,0,Female
1,1,50.45,0,0,0,Male
72,1,6042.7,1,1,1,Female
34,1,2839.45,1,1,1,Female
44,1,819.95,0,0,0,Male
72,1,5336.35,0,1,1,Male
8,1,759.55,1,1,0,Male
7,0,256.6,0,0,0,Male
59,1,1188.25,0,0,0,Male
3,1,291.9,1,1,0,Female
41,1,3959.15,1,1,1,Female
61,1,1554.9,0,0,0,Female
29,1,2265.25,0,0,0,Male
48,1,883.35,0,0,0,Female
1,1,20.15,0,0,0,Male
64,1,1514.85,0,0,0,Male
58,1,1185.95,0,0,0,Male
29,1,2516.2,1,0,0,Male
7,1,673.1,1,0,0,Male
67,1,7321.05,1,1,1,Male
5,1,347.4,1,1,0,Male
27,1,1498.65,0,0,0,Female
4,0,201.0,1,1,0,Male
1,1,20.05,0,0,0,Male
4,1,82.9,0,0,0,Female
6,1,100.9,0,0,0,Male
1,0,33.6,0,0,1,Male
49,1,4059.35,1,1,1,Male
2,1,102.75,0,0,1,Female
16,1,1398.25,1,1,1,Male
1,1,25.4,0,0,0,Female
25,1,1729.35,0,0,0,Male
25,1,1355.45,0,0,0,Male
72,1,7751.7,1,1,0,Female
10,1,198.7,0,0,0,Male
54,1,4484.05,0,0,1,Male
1,1,49.25,0,0,1,Male
66,1,4370.25,0,0,0,Female
4,1,237.2,1,0,1,Male
7,1,150.6,0,0,0,Female
69,0,3952.65,1,1,0,Male
8,1,778.1,1,1,0,Female
25,1,1405.3,0,0,0,Male
37,1,3744.05,1,1,0,Male
1,1,19.7,0,0,0,Male
4,1,73.1,0,0,0,Male
10,0,298.45,1,0,0,Male
13,0,450.4,0,0,1,Female
12,1,876.75,1,1,0,Female
61,1,1538.6,0,0,0,Male
65,1,6347.55,0,1,0,Male
56,1,3665.55,0,0,1,Male
51,1,4126.2,0,1,1,Male
43,1,4013.8,0,0,1,Male
1,1,49.9,0,0,1,Female
3,1,140.4,0,1,0,Female
19,0,710.05,1,0,0,Female
45,1,4882.8,1,1,0,Male
68,1,6851.65,1,1,0,Female
1,1,20.5,0,0,0,Female
32,1,2901.8,0,1,0,Female
59,0,1980.3,0,0,0,Male
45,1,929.2,0,0,0,Male
24,1,2433.9,1,1,0,Male
63,1,5597.65,1,1,1,Male
29,1,1442.0,0,0,0,Male
55,1,4713.4,1,0,0,Male
8,1,668.4,0,1,0,Female
34,0,852.7,0,0,0,Male
1,1,70.25,0,0,0,Female
10,1,568.85,0,0,1,Male
71,1,5154.5,1,1,1,Male
5,1,266.95,0,0,1,Male
31,1,2484.0,1,1,1,Male
1,1,74.6,0,0,0,Female
20,1,1761.45,0,1,0,Male
19,1,382.2,0,0,0,Female
72,1,8126.65,1,1,1,Male
11,1,300.7,0,0,0,Female
4,1,368.1,1,0,0,Male
25,1,2566.5,1,1,1,Female
45,1,1174.35,0,0,0,Male
64,1,7111.3,1,1,1,Female
4,1,83.75,0,0,0,Male
34,1,675.6,0,0,0,Male
48,1,3238.4,1,0,0,Female
24,1,1928.7,0,0,0,Female
8,1,551.95,0,1,0,Male
67,1,7039.05,1,1,1,Female
14,1,979.5,0,1,1,Male
10,0,291.4,0,0,1,Female
42,1,4016.75,1,1,0,Male
15,1,284.3,0,0,0,Female
2,1,105.6,0,0,0,Female
45,1,4730.9,1,1,0,Female
4,1,333.55,0,0,0,Female
67,1,7156.2,1,1,1,Female
12,1,654.85,0,0,1,Male
60,1,5742.9,0,1,0,Male
1,1,50.6,0,0,0,Male
1,1,70.6,0,0,0,Female
1,1,19.9,0,0,0,Female
8,1,345.5,0,0,0,Male
5,1,502.6,1,0,0,Male
1,1,69.15,0,0,0,Male
58,1,1191.4,0,0,0,Female
72,1,7875.0,1,1,1,Male
23,1,611.45,0,0,0,Female
5,1,492.55,1,1,0,Male
70,0,2692.75,0,0,1,Male
12,1,916.9,0,0,0,Female
7,1,497.3,0,0,0,Female
1,1,45.65,0,0,0,Male
44,0,2317.1,1,1,1,Male
46,1,3846.35,1,1,1,Male
20,1,356.15,0,0,0,Male
32,1,2861.45,1,1,0,Male
1,1,20.3,0,0,0,Male
67,1,5714.2,1,1,1,Female
29,1,2862.75,1,1,1,Female
72,1,1623.15,0,0,0,Female
12,1,1218.55,1,1,0,Male
27,1,1957.1,1,1,1,Male
56,1,6567.9,1,1,1,Male
62,1,6413.65,1,1,0,Female
11,0,383.55,0,0,0,Male
30,1,2111.3,1,1,0,Male
40,1,830.25,0,0,0,Female
38,0,955.75,0,0,0,Male
28,0,790.7,0,0,0,Female
1,1,94.4,1,1,0,Female
12,1,524.35,0,0,0,Female
24,1,1832.4,1,1,0,Female
72,1,1789.9,0,0,0,Male
3,1,214.4,0,0,1,Male
72,1,8425.15,1,1,1,Female
4,1,101.9,0,0,0,Male
3,1,257.6,0,0,0,Female
1,1,49.55,0,0,0,Female
43,1,3365.85,0,0,0,Male
10,0,449.3,0,0,0,Female
2,1,89.3,0,0,0,Female
15,1,294.95,0,0,0,Male
3,1,239.05,0,0,0,Female
65,0,3921.1,1,1,1,Female
27,1,562.6,0,0,0,Male
1,1,74.4,0,0,0,Male
35,1,754.0,0,0,0,Male
2,1,87.9,0,0,0,Male
60,1,5941.05,1,1,0,Female
49,1,921.3,0,0,0,Female
3,0,106.85,0,0,0,Male
24,1,533.5,0,0,0,Female
62,1,5411.65,0,1,0,Male
25,1,2368.4,1,0,0,Female
10,1,929.45,1,1,0,Female
67,1,3838.2,0,0,0,Male
7,1,546.95,0,1,0,Male
24,1,1923.85,1,1,1,Male
72,1,8404.9,1,1,1,Male
53,1,3958.25,1,0,1,Male
2,1,156.35,0,1,0,Male
5,1,413.65,0,0,0,Female
52,0,1958.95,0,0,0,Female
72,1,5237.4,1,0,1,Female
70,1,5731.85,0,1,1,Male
9,1,163.7,0,0,0,Male
2,1,27.55,0,0,0,Female
28,1,1654.7,0,0,1,Female
72,1,6151.9,1,1,1,Male
42,0,1626.05,0,1,0,Male
11,1,1145.35,1,1,0,Female
61,1,2961.4,0,0,0,Female
63,1,4676.7,1,0,1,Male
1,1,45.85,0,0,0,Male
23,1,1067.15,0,0,0,Male
61,1,1278.8,0,0,0,Female
7,1,128.6,0,0,0,Male
14,1,275.7,0,0,0,Male
23,1,2130.55,1,0,0,Female
9,1,865.8,0,0,0,Female
11,1,1131.2,1,1,0,Female
48,1,3772.65,0,0,0,Female
63,1,1234.8,0,0,0,Male
6,1,547.65,1,1,1,Female
5,0,229.4,1,1,0,Female
70,1,5986.45,0,0,1,Male
8,1,546.45,1,1,0,Male
46,1,1165.9,0,0,0,Female
6,1,128.6,0,0,0,Male
68,1,5746.75,0,0,0,Female
31,1,702.05,0,0,0,Male
23,1,415.1,0,0,0,Female
6,1,497.55,1,0,0,Female
1,1,50.75,0,0,0,Male
2,1,145.15,0,0,0,Male
43,1,3953.15,0,1,1,Male
46,1,856.5,0,0,0,Male
49,1,4920.8,1,1,1,Male
51,1,4837.6,0,1,0,Male
28,1,2768.35,0,1,1,Male
65,1,5940.85,0,1,0,Male
51,1,4149.45,1,0,0,Male
1,1,20.65,0,0,0,Male
1,1,75.35,0,0,0,Male
24,1,482.8,0,0,0,Female
48,0,1604.5,0,0,0,Female
1,1,80.3,0,0,0,Male
2,1,101.65,0,0,0,Female
27,1,1477.65,0,0,0,Male
1,1,49.9,0,0,1,Male
70,0,4113.15,1,1,1,Female
35,1,2636.05,0,0,0,Male
67,0,3321.35,0,1,1,Male
2,1,81.0,0,0,0,Male
15,1,295.95,0,0,0,Female
1,1,19.55,0,0,0,Female
62,1,1476.25,0,0,0,Male
36,1,717.95,0,0,0,Female
1,1,20.1,0,0,0,Male
72,1,7470.1,1,1,0,Male
70,1,5528.9,0,1,1,Male
1,1,53.95,0,0,1,Male
24,1,1346.9,0,0,1,Male
45,1,2791.5,1,0,0,Male
29,1,572.2,0,0,0,Male
33,1,2888.7,0,0,1,Female
7,1,715.0,1,1,1,Female
7,1,526.7,0,1,0,Female
18,1,1305.95,0,0,0,Male
2,1,48.35,0,0,0,Male
66,1,5234.95,1,1,0,Male
3,1,59.75,0,0,0,Female
72,1,1914.5,0,0,0,Female
72,1,4760.3,0,0,1,Female
13,0,528.45,1,1,0,Female
24,1,2107.15,0,0,1,Male
70,1,5315.8,1,0,1,Male
71,1,6910.3,1,1,0,Male
56,1,3389.25,0,0,0,Male
6,1,536.4,1,1,0,Female
1,1,45.3,0,0,0,Female
21,1,926.25,0,0,0,Female
14,1,937.6,0,1,0,Male
13,1,902.25,1,0,0,Male
12,1,1046.1,1,1,0,Female
65,1,5931.0,1,0,0,Male
30,1,2438.6,0,0,0,Male
2,0,46.4,0,0,0,Female
12,1,232.4,0,0,0,Female
56,1,6033.3,1,1,1,Male
67,1,6140.85,0,1,1,Female
4,1,225.6,0,0,0,Male
65,1,6126.15,1,0,0,Female
60,1,6067.4,1,1,0,Male
37,1,3762.0,1,1,0,Female
72,1,1468.75,0,0,0,Male
52,1,5244.45,1,1,0,Female
13,1,1364.3,1,1,0,Male
56,1,5219.65,1,0,0,Female
51,1,1020.75,0,0,0,Female
7,0,465.7,1,1,0,Male
17,1,1608.15,1,1,0,Female
18,1,388.6,0,0,0,Male
50,1,5059.75,1,1,1,Male
32,1,1830.1,0,0,1,Female
1,1,74.7,0,0,0,Female
46,1,4312.5,0,1,0,Male
16,1,313.4,0,0,0,Male
1,1,70.8,0,0,0,Female
51,1,4947.55,1,1,0,Female
25,1,2809.05,1,1,1,Female
8,1,335.4,0,0,0,Male
33,1,1857.3,0,0,1,Female
54,1,3512.9,0,1,0,Male
18,1,428.45,0,0,0,Female
27,1,583.3,0,0,0,Female
68,1,6770.5,1,1,0,Male
59,1,1534.05,0,0,0,Female
56,1,4275.75,0,0,1,Female
72,1,1809.35,0,0,0,Male
54,1,3886.05,0,1,1,Female
47,1,945.7,0,0,0,Female
50,0,2208.05,0,1,0,Male
71,1,7365.3,1,1,1,Male
1,1,44.75,0,0,0,Female
3,1,220.6,0,0,0,Female
21,0,770.4,0,0,1,Female
66,0,3364.55,1,1,1,Male
48,1,4627.85,0,1,1,Female
47,1,4871.05,1,1,0,Male
60,1,1506.4,0,0,0,Male
37,1,3358.65,1,1,1,Male
